_id,sentence,target,aspect,score,type
212,Auto Trader share price surges as company floats on LSE,Auto Trader,Stock/Price Action,0.655,headline
214,New Credit Suisse boss faces stiff challenge in Asia,Credit Suisse,Corporate/Risks,-0.181,headline
218,"UPDATE: EasyJet Passenger Numbers, Aer Lingus Traffic Up In February",EasyJet,Corporate/Sales,0.315,headline
218,"UPDATE: EasyJet Passenger Numbers, Aer Lingus Traffic Up In February",Aer Lingus,Corporate/Sales,0.284,headline
219,Is It Worth Investing In Tesco PLC And Prudential plc Now?,Tesco PLC,Corporate/Strategy/Investment,0.161,headline
22,Insight hires Aviva's David Hillier for multi-asset team,Insight,Corporate/Appointment/Executive Appointment,0.137,headline
225,UK WINNERS & LOSERS: Aviva And Friends Life Lead FTSE 100 Gainers,Friends Life,Market/Market/Market Trend,0.516,headline
234,Sainsbury's says to outperform rivals in tough market,Sainsbury,Market/Market,0.536,headline
239,CompaniesKingfisher bid for Mr Bricolage runs into trouble,Mr Bricolage,Corporate/M&A/Proposed Merger,-0.253,headline
240,UPDATE 3-Auto Trader shares leap in UK's biggest private equity-backed listing,Auto Trader,Stock/IPO,0.641,headline
241,"London open: Taylor Wimpey and Ashtead drive markets higher, Barclays falls",Ashtead,Market/Market,0.514,headline
241,"London open: Taylor Wimpey and Ashtead drive markets higher, Barclays falls",Barclays,Market/Market/Market Trend,-0.657,headline
241,"London open: Taylor Wimpey and Ashtead drive markets higher, Barclays falls",Tailor Wimpey,Market/Market/Market Trend,0.508,headline
242,GSK and Novartis complete deals to reshape both drugmakers,Novartis,Corporate/Strategy/Reorganization,0.264,headline
244,"Aviva, Friends Life top forecasts ahead of 5.6 billion pound merger",Friends Life,Corporate/M&A/M&A,0.39,headline
246,Citigroup to Sell OneMain to Springleaf for $4.25 Billion,OneMain,Corporate/M&A/M&A,0.283,headline
246,Citigroup to Sell OneMain to Springleaf for $4.25 Billion,Springleaf,Corporate/M&A/M&A,0.225,headline
247,"U.K. Stocks Resume Gains to Rally to Record; CRH, Tullow Climb",Tullow,Stock/Price Action/Bullish/Bullish Behaviour,0.544,headline
248,British American Tobacco drops and sues PwC over pollution scandal,PwC,Stock/Price Action/Bearish/Bearish Behaviour,-0.437,headline
252,UK's FTSE has worst day so far in 2015 as BG and Prudential fall,Prudential,Market/Market/Market Trend,-0.651,headline
253,"Kraft, Cadbury's and Britvic in Total Recall: how pulling a product affects profit",Kraft,Corporate/Rumors/Scoop,-0.179,headline
253,"Kraft, Cadbury's and Britvic in Total Recall: how pulling a product affects profit",Cadbury's,Corporate/Rumors/Scoop,-0.158,headline
257,How Kraft-Heinz Merger Came Together in Speedy 10 Weeks,Kraft,Corporate/M&A/M&A,0.214,headline
258,AstraZeneca Teams With Daiichi Sankyo To Sell Movantik In US,Daiichi Sankyo,Corporate/Sales/Partnership,0.364,headline
258,AstraZeneca Teams With Daiichi Sankyo To Sell Movantik In US,Movantik,Corporate/Sales/Partnership,0.369,headline
263,RBI surprises Street; Sensex pares gains after hitting mount 30k,Sensex,Stock/Price Action,-0.216,headline
264,Credit Suisse poaches Prudential's Thiam for Asian push,Prudential,Corporate/Strategy,-0.031,headline
264,Credit Suisse poaches Prudential's Thiam for Asian push,Credit Suisse,Corporate/Strategy,0.125,headline
266,Kingfisher takeover of Mr Bricolage could hit a brick wall,Mr Bricolage,Corporate/M&A/Proposed Merger,-0.311,headline
270,"U.K. Stocks Little Changed Near Record as Barclays, Shell Fall",Shell,Stock/Price Action/Bearish/Bearish Behaviour,-0.508,headline
274,Insurers: Admiral blows hot and cold but Aviva soars pre-Friends Life merger,Friends Life,Stock/Price Action/Volatility/Stock Volatility,0.053,headline
275,AstraZeneca And Daiichi Sankyo To Jointly Commercialise MOVANTIK In The US,MOVANTIK,Corporate/Sales/Partnership,0.454,headline
275,AstraZeneca And Daiichi Sankyo To Jointly Commercialise MOVANTIK In The US,Daiichi Sankyo,Corporate/Sales/Partnership,0.361,headline
279,Legal & General arm buys 50 pct stake in MediaCityUK in Manchester,MediaCityUK,Stock/Signal/Buy Signal,0.379,headline
281,Randgold profit hit by poor gold price but dividend still increases,Rangold,Corporate/Dividend Policy,-0.052,headline
290,"CompaniesTravis Perkins lifts dividend, earnings rise 15%",Travis Perkins,Corporate/Dividend Policy,0.494,headline
293,Market Report: Aviva tops the market as traders approve of its choice of Friends,Friends,Market/Market/Market Trend,0.443,headline
296,Insurer Old Mutual picks Standard Bank's Hemphill as new CEO,Standard Bank,Corporate/Appointment/Executive Appointment,0.025,headline
30,Primark racks up a happy Christmas after strong sales,Primark,Corporate/Sales,0.704,headline
302,"FDA panel backs safety updates for AstraZeneca, Takeda drugs",Takeda,Corporate/Regulatory,-0.198,headline
302,"FDA panel backs safety updates for AstraZeneca, Takeda drugs",AstraZeneca,Corporate/Regulatory,0.143,headline
304,CompaniesDiageo stays neutral on India boardroom turmoil,Diageo,Corporate/Risks,0.0,headline
31,UPDATE 1-Pearson expects to grow this year after solid end to 2014,Pearson,Stock/Fundamentals,0.446,headline
315,Germanwings disaster will not affect image of budget air travel - easyJet,easyJet,Corporate/Reputation,0.096,headline
315,Germanwings disaster will not affect image of budget air travel - easyJet,Germanwings,Corporate/Reputation,-0.046,headline
318,Shell's $70 Billion BG Deal Meets Shareholder Skepticism,Shell,Corporate/Rumors/Rumors,-0.345,headline
32,Tesco sells Blinkbox and broadband service to TalkTalk,Tesco,Corporate/Sales/Deal,0.192,headline
32,Tesco sells Blinkbox and broadband service to TalkTalk,TalkTalk,Corporate/Sales/Deal,0.136,headline
321,Shell offers 50 percent premium to buy BG for $70 billion,Shell,Corporate/M&A/M&A,0.193,headline
324,WPP boosts sales despite cautious clients,WPP,Corporate/Sales,0.251,headline
335,Shell to buy BG Group in $69.7 billion takeover,Shell,Corporate/M&A/M&A,0.25,headline
336,LONDON MORNING BRIEFING: HSBC And Standard Chartered Shares Rise,Standard Chartered,Stock/Price Action/Bullish/Bullish Behaviour,0.556,headline
342,UPDATE 1-BP shareholders back more disclosure on climate change risks,BP,Corporate/Risks,0.037,headline
345,Shell challenges Exxon dominance with 47 billion-pound bid for BG,Shell,Corporate/Strategy/Corporate Expansion,0.078,headline
345,Shell challenges Exxon dominance with 47 billion-pound bid for BG,Exxon,Corporate/Strategy/Corporate Expansion,-0.196,headline
347,Royal Dutch Shell to Buy BG Group for Nearly $70 Billion,Royal Dutch Shell,Corporate/M&A/M&A,0.259,headline
349,City spirits sink after Diageo comes up short with sales slide,Diageo,Corporate/Sales,-0.521,headline
358,Diageo receives reports from United Spirits on financial irregularities involving ...,Diageo,Corporate/Reputation,-0.255,headline
358,Diageo receives reports from United Spirits on financial irregularities involving ...,United Spirits,Corporate/Reputation/Scoop,-0.272,headline
36,Unilever profit rises despite sales slump in China,Unilever,Corporate/Sales,0.213,headline
361,Rolls-Royce Wins $9.2 Billion Order From Emirates Airline,Rolls-Royce,Corporate/Sales/Deal,0.777,headline
372,Tesco sales rise shows tentative recovery continues,Tesco,Corporate/Sales,0.256,headline
374,Diageo sales disappoint as currency and comparatives leave bitter taste,Diageo,Corporate/Sales,-0.545,headline
38,Tesco leads leap in FTSE 100; Marks & Spencer drops,Tesco,Stock/Technical Analysis/Trend/Trending up,0.389,headline
381,AstraZeneca profit down as sales of stalwarts fade,AstraZeneca,Corporate/Sales,-0.405,headline
382,"Whitbread Profit Up As Sales Continue To Rise, Looking For New CEO",Whitbread,Corporate/Sales,0.385,headline
391,Glencore blames rivals for creating metals glut,Glencore,Corporate/Risks,-0.331,headline
394,Doubts grow over GlaxoSmithKline's $6 bln capital return plan,GlaxoSmithKline,Corporate/Dividend Policy,-0.221,headline
395,easyJet leads Britain's FTSE lower as global bond rout resumes,easyJet,Market/Volatility,-0.495,headline
398,Imperial Tobacco Adds Quarterly Dividends After Profit Rose,Imperial Tobacco,Corporate/Dividend Policy,0.336,headline
40,Royal Dutch Shell profit rises; dividend up 4%,Royal Dutch Shell,Corporate/Dividend Policy,0.65,headline
401,BG Group Still Happy With Shell's $70 Billion Offer,Shell,Corporate/M&A/Proposed Merger,0.235,headline
402,SABMiller buys Meantime to quench thirst for craft beer,SABMiller,Corporate/M&A/Proposed Merger,0.296,headline
405,Aviva shuts Friends Life head office in rapid integration move,Friends Life,Corporate/Strategy/Corporate Expansion,-0.09,headline
409,Retailers Kingfisher and Sports Direct rise in Britain's share index,Sports Direct,Stock/Technical Analysis/Trend/Trending up,0.459,headline
412,"GlaxoSmithKline targets growth across units, scraps ViiV IPO",GlaxoSmithKline,Stock/IPO,0.229,headline
413,Tesco share price closes higher as two more directors leave grocer,Tesco,Stock/Price Action,0.354,headline
415,Tesco leads FTSE higher on Clubcard bid reports,Tesco,Corporate/Rumors,0.453,headline
417,Eli Lilly & Co. (LLY) Has Broken Out To A New High On AstraZeneca Collaboration,Eli Lilly & Co,Stock/Technical Analysis/Volume/Unusually high volume,0.516,headline
422,"RPT-Old Mutual Q1 gross sales beat forecasts, up 18 pct",Old Mutual,Corporate/Sales,0.724,headline
427,"UPDATE 3-BP settles oil spill-related claims with Halliburton, Transocean",BP,Corporate/Legal/Settlement,-0.121,headline
427,"UPDATE 3-BP settles oil spill-related claims with Halliburton, Transocean",Halliburton,Corporate/Legal/Settlement,-0.042,headline
429,GlaxoSmithKline share price slips as FDA okays asthma therapy only for adults,GlaxoSmithKline,Stock/Price Action,-0.408,headline
430,Glencore chief blames rivals' overproduction for share price fall,Glencore,Stock/Price Action,-0.301,headline
435,"Philip Morris, BAT Sue Over Law Taking Branding Off Packs",Philip Morris,Corporate/Legal/Lawsuit,-0.152,headline
435,"Philip Morris, BAT Sue Over Law Taking Branding Off Packs",BAT,Corporate/Legal/Lawsuit,-0.152,headline
440,Hargreaves Lansdown share price falls as costs mount - although pensions ...,Hargreaves Lansdown,Stock/Price Action,-0.514,headline
444,"PRESS: Serco Set To Appoint Roy Gardner, Ex-Centrica, As Chairman - FT",Centrica,Corporate/Appointment,0.195,headline
444,"PRESS: Serco Set To Appoint Roy Gardner, Ex-Centrica, As Chairman - FT",Serco,Corporate/Appointment/Executive Appointment,0.122,headline
449,UPDATE 1-Cypress Semiconductor offers to buy Integrated Silicon Solution,Integrated Silicon Solution,Stock/Signal/Buy Signal,0.461,headline
454,"UPDATE 1-Nomura, RBS must pay $806 mln in mortgage bond case-US judge",RBS,Corporate/Legal/Settlement,-0.69,headline
459,MillerCoors Board Names Gavin Hattersley Interim CEO,MillerCoors,Corporate/Appointment,0.0,headline
461,"Britain's FTSE gains, Land Securities up after dividend hike",Land Securities,Corporate/Dividend Policy,0.549,headline
466,"Britain's FTSE bounces back, Mondi and Barratt lead",Barratt,Stock/Price Action,0.558,headline
466,"Britain's FTSE bounces back, Mondi and Barratt lead",Mondi,Stock/Price Action,0.552,headline
47,Morning Agenda: Shire's Deal for NPS,Shire,Corporate/Sales/Deal,0.195,headline
470,Old Mutual First-Quarter Sales Up 18% Buoyed by Emerging Markets,Old Mutual,Corporate/Sales,0.689,headline
473,Do it for me' trend underpins UK sales growth at Kingfisher,Kingfisher,Corporate/Sales,0.304,headline
476,"Aldi and Lidl expansion plans speed ahead as Tesco, Sainsbury's, Morrisons ...",Lidl,Corporate/Strategy/Corporate Expansion,0.372,headline
477,"Centrica extends gas deals with Gazprom, Statoil",Statoil,Corporate/Sales/Deal,0.239,headline
477,"Centrica extends gas deals with Gazprom, Statoil",Gazprom,Corporate/Sales/Deal,0.199,headline
48,Carnival Corporation and China Merchants Group Sign Memo of Understanding ...,China Merchants Group,Corporate/Strategy/Company Agreement,0.119,headline
480,"Aberdeen AM posts H1 outflows, says conditions to remain challenging",Aberdeen AM,Market/Conditions,-0.364,headline
49,Teva: FDA Approves Generic Version of AstraZeneca Heartburn Drug,Teva,Corporate/Regulatory,0.476,headline
49,Teva: FDA Approves Generic Version of AstraZeneca Heartburn Drug,AstraZeneca,Corporate/Regulatory,0.242,headline
492,Severn Trent share price jumps as Canadian investor renews pursuit of utility,Severn Trent,Stock/Price Action,0.433,headline
495,New Morrisons duo get former boss's support to diffuse investor tension,Morrisons,Corporate/Risks,0.143,headline
14860,Slowly adding some $FIO here but gotta be careful. This will be one of biggest winners in 2012,FIO,Stock/Price Action/Bullish/Bull Position,0.459,post
14864,$TRX http://stks.co/1KkK Long setup. MACD cross.,TRX,Stock/Technical Analysis,0.438,post
14867,I am not optimistic about $amzn both fundementals and charts look like poopoo this quarter.,AMZN,Stock/Price Action/Bearish,-0.506,post
14875,$GRPN might be selling off ahead of $P earnings...,P,Stock/Price Action/Bearish/Bearish Behavior,-0.202,post
14876,$IACI http://stks.co/tJU Looks good on the weekly chart.,IACI,Stock/Technical Analysis,0.379,post
14877,"$pcln back over ""up"" trendline from 10/4",PCLN,Stock/Price Action/Bullish,0.308,post
14880,RT @robbieLOLZ $NFLX A close above here is looking good for the bulls. Will hold my positions to see where we close at. Keep buying here.,NFLX,Stock/Price Action/Bullish/Bullish Behavior,0.578,post
14882,Profit taking on $AAPL this morning?  That has to be the pressure on the stock.  I'm still bullish on $AAPL.,AAPL,Stock/Price Action/Bearish,0.222,post
14886,$SKX turning. Coming from far could go far. Stock price implies you pay nothing for the business,SKX,Stock/Price Action/Bullish,0.298,post
14891,$MOS looking good here at $58.65. Calls are active in this month and weekly,MOS,Stock/Options/Strategies,0.492,post
14893,"Sold out $TZA 45 $PUT (down $1), which were hedging my 45 $CALL. Letting the calls ride solo now.",TZA,Stock/Options/Strategies,0.385,post
14899,$YMI http://stks.co/Xyf Long setup. Closed above the 20MA. MACD cross. November catalyst.,YMI,Stock/Price Action/Bullish,0.444,post
14902,$TZOO a close above 28.64 and we are ready to rock and roll,TZOO,Stock/Price Action/Bullish,0.308,post
14905,"I'm liking the price action in $SWKS, currently @21.80 ; my target: 24.00+ before year end.",SWKS,Stock/Price Action,0.603,post
14918,$WFT closng higher from here,WFT,Stock/Price Action/Bullish/Bullish Behavior,0.48,post
14924,$SPPI..building RS. Sweet. I want this to break a new 52week. The earnings growth justifies way higher,SPPI,Stock/Price Action/Bullish,0.601,post
14925,$SPY bull move ended waiting for next setup,SPY,Stock/Price Action/Bearish,-0.204,post
14927,Double bottom with handle buy point of 29.51 $IP http://chart.ly/akvujxh,IP,Stock/Technical Analysis,0.446,post
14928,"$GLD http://stks.co/jr8 Daily chart - though RSI and Stoch. point at a possible move up, there's a lot of resistance.",GLD,Stock/Technical Analysis,0.176,post
14929,$ACOM http://stks.co/1G6x Downside breakout looks to be coming soon.,ACOM,Stock/Price Action/Bearish,-0.536,post
14930,$ZAGG getting ready...Target $15 plus on a close over $13.50 on better than avg daily Volume http://chart.ly/lha44tn,ZAGG,Stock/Price Action/Bullish,0.385,post
14931,volatility squeeze in $AAPL. I hope it gets resolved to the upside,AAPL,Market/Volatilit,0.042,post
14933,"Still short $LNG from $11.70 area...next stop could be down through $9.00. Someone slammed it hard with 230,000 shs this am! More to follow",LNG,Stock/Price Action/Volatility/Short Selling,-0.543,post
14934,Covered my small $MWW short @ 7.99 for a .16 loss. Flat on the day. All cash now.,MWW,Stock/Price Action/Bullish/Bullish Behavior,0.348,post
14935,That bearish outside day Tuesday is significant. 200 day resistance still intact. just my opinion $SDS http://chart.ly/2bey48t,SDS,Stock/Technical Analysis,-0.39,post
14944,"RT FITZSTOCK2004: $IYT http://stks.co/1NBF the Transports always lead  the way, and  they broke DT  line  1st, MACD cross,  bull  flag=",IYT,Stock/Technical Analysis,0.594,post
14945,$DUG weekly stochastics finally starting to turn up after long consolidation. Buying here.,DUG,Stock/Technical Analysis/Stochastic,0.702,post
14955,$SPY Don't hang your bull hat yet. Next week we will pop higher on QE3 hope on back of fed's 2 day meeting.,SPY,Stock/Price Action/Bullish,0.412,post
14959,longed $AMZN 300 @ 189.82,AMZN,Stock/Price Action/Bullish/Bull Position,0.65,post
14961,"$SLW is down, but weekly $34 calls (-28.95%), .23 x .25 have 321 volume. Worth a chance here, jmho: http://stks.co/1Qfg",SLW,Stock/Options,0.145,post
14965,"$HSC Receives 7-Year, $50M Contract at New Saudi Arabian Steel Mill",HSC,Corporate/Sales/Deal,0.497,post
14971,"Reuters: Green Mountain revenue misses, shares plunge http://stks.co/13mW > $GMCR prints 43.80, market in a foul mood, bad day to disappoint",GMCR,Corporate/Financial/Financial Results,-0.668,post
14986,"$XLF http://stks.co/1KJ9 Bounced off target buy area, bought $skf as a hedge. watch 50ma's slope",XLF,Stock/Technical Analysis,-0.299,post
14994,$vxx adding to position here !,VXX,Stock/Price Action/Bullish/Bull Position,0.685,post
14995,$GPS Gap September Comparable Store Sales -4%,GPS,Corporate/Sales,-0.441,post
15000,Double bottom with handle buy point of 56.49 $WMT http://chart.ly/ml857v3,WMT,Stock/Technical Analysis,0.654,post
15001,$MA http://stks.co/1CYN continues to consolidate / base here,MA,Stock/Price Action/Bullish/Bullish Behavior,0.148,post
15003,Nasdaq Sets Up for Breakout Part II | via @AllStarCharts http://stks.co/15Nv  $GOOG $AMZN $QCOM,QCOM,Stock/Price Action/Bullish,0.396,post
15009,$isrg trading at all-time high after strong earnings report with 4 days of short interest.,ISRG,Stock/Price Action/Current Price/52-Week High,0.729,post
15016,$UTSI http://stks.co/15uR Long setup. Reported very good earnings.,UTSI,Corporate/Financial/Financial Results/Earnings,0.63,post
15021,Here come the shorts marchin' in.  $GMCR.  Lovin' it!,GMCR,Stock/Price Action/Volatility/Short Selling,-0.522,post
15022,$aapl news is becoming very bullish again http://stks.co/tMU,AAPL,Stock/Price Action/Bullish,0.526,post
15031,stole my tweet. really wouldn't be surprised if we took out 423 and pinned around it RT @totalguru We could possibly even see425 today $AAPL,AAPL,Stock/Price Action,0.142,post
15034,"$DPZ broke out now of his bull flag channel and make new highs, but volume is very poor",DPZ,Stock/Price Action/Bullish/Bullish Behavior,0.369,post
15035,$ES_F. Nice little cup-and-handle shaping up on the 15-minute. End-of-day $SPY $SPX favours a good day for the index. Will we see a gap open,SPY,Stock/Technical Analysis,0.341,post
15043,Short more $FAZ for all who don't know that means markets will tank now :-p,FAZ,Stock/Price Action/Bearish,-0.605,post
15046,RT @alphatrends VMarkets Are Still Acting Weak http://stks.co/1agn  $SPY $QQQ $XLF $SMH $IWM,XLF,Stock/Price Action,-0.443,post
15047,"FBR Capital reiterated ""Outperform"" rating on $BRCM with a price target of $45.00 on Friday.",BRCM,Stock/Coverage/AnalystRatings/Upgrade,0.521,post
15050,$ELN longs...congrats...another HOD,ELN,Stock/Price Action/Bullish/Bullish Behavior,0.445,post
15051,"Casinos red before the bell: $LVS -0.75%, $WYNN -0.47%, $WYNN -0.47% > unusual comibinations of what's running, what's red before the bell",WYNN,Stock/Price Action/Bearish/Bearish Behavior,-0.424,post
15053,$TSPT  long 8.00,TSPT,Stock/Price Action/Bullish/Bull Position,0.499,post
15060,$SKH http://stks.co/163e Long setup. Watch for continuation and volume expansion here. Hot sector.,SKH,Stock/Price Action/Bullish/Bullish Behavior,0.622,post
15064,Looks like its booking a one way ticket to its 40 week MA near 50. Losing 10 week here $LULU http://chart.ly/7xb9h9b,LULU,Stock/Price Action/Bearish,0.006,post
15066,"RT @joemccann the correleation between the dollar index and $SPY is simply amazing. $DX finds support, $SPY retreats like clockwork",SPY,Stock/Price Action,-0.312,post
15069,$FIO won't stay down,FIO,Stock/Price Action/Current Price/Oversold,0.376,post
15073,$AAPL http://stks.co/1LDx Clearing this descending trend line / buy area now,AAPL,Stock/Technical Analysis,0.529,post
15079,$ROST Nov 90 calls 2.08 .. Go Long until exp imo ! Unless europeans keeps F'ing around !,ROST,Stock/Price Action/Bullish,0.414,post
15080,i-Grid shows $DIA capped for the long term at range of 123.40- 124.77;any rally beyond today's levels or into this range leads to meltdown.,DIA,Stock/Price Action/Bearish,-0.172,post
15088,"Whats up with $LULU?  Numbers looked good, not great, but good.  I think conference call will instill confidence.",LULU,Stock/Fundamentals,0.011,post
15092,"$ZSL looking very weak, could be a good short setup.",ZSL,Stock/Price Action/Bearish/Bearish Behavior,-0.614,post
15096,"@Dlerch LOL! $FMCN back under $17, darn those shorts! No chit Sherlock!",FMCN,Stock/Price Action/Volatility/Short Selling,-0.483,post
15099,$mcp rolling over for a new intraday low. Bottom Pickers continue to get destroyed,MCP,Stock/Price Action/Bearish/Bearish Behavior,-0.607,post
15104,"ACE Limited, which has a 17 year dividend growth streak, plans a 33% dividend hike: http://stks.co/1BUE $ACE",ACE,Corporate/Dividend Policy,0.455,post
15109,"$AAPL 50DMA turned up, MACD crossover a half-a-hair away on the weekly. EOD break out likely.",AAPL,Stock/Technical Analysis/MACD,0.498,post
15117,$CIEN http://stks.co/dZU CIEN seems to have broken out of a major horizontal resistance. Targets $14.35.,CIEN,Stock/Technical Analysis,0.345,post
15119,like $T for a breakout long as well. getting through the 100 and 200 MA could see it run.,T,Stock/Price Action/Bullish,0.655,post
15122,My $DWA play up 6% today. I'm still skeptical. Will take profits. Not a time cheer,DWA,Stock/Price Action/Bearish,-0.088,post
15132,$IBM staying strong,IBM,Stock/Price Action/Bullish,0.532,post
15141,"$SINA even though the ""report"" is untrue and has been proven unture, the damage is done. No one wants to touch it now",SINA,Corporate/Reputation,-0.55,post
15149,"$amzn 4 period RSI is down at 20, just read Connors book on trading strategies",AMZN,Stock/Technical Analysis,0.221,post
15152,$SIGA Bid for Reargument Denied by Judge,SIGA,Corporate/Legal,-0.354,post
15153,"RT @andrewnyquist Chartology: Yahoo: http://stks.co/1itr $YHOO  Crazy looking chart, but nearing breakout resistance line...",YHOO,Stock/Technical Analysis/Breakout,0.194,post
15159,$CERN - consolidating above 50 & 200 MA - nice long entry here w stop below 10 MA - targeting $70 area,CERN,Stock/Price Action/Bullish/Bullish Behavior,0.443,post
15162,$SPY http://stks.co/1MiR We're holding above Wednesday and Thursday closes. I'm leaning bullish. Small postions. Waiting.,SPY,Stock/Price Action/Bullish,0.316,post
15167,$RDC Rowan Expands Share Repurchase Program to $150 million,RDC,Stock/Fundamentals/Share Buyback,0.285,post
15175,$NVDA sideways,NVDA,Stock/Price Action,0.0,post
15176,$HITK  Resuming advance into new historical highs.,HITK,Stock/Price Action/Current Price/52-Week High,0.68,post
15188,Held its recent double bottom buy point of 56.57 almost to the penny today $WMT http://chart.ly/6nosp5q,WMT,Stock/Technical Analysis,0.198,post
15194,$GOOG breakout very likely medium target $700+ http://stks.co/1Lpz http://chart.ly/lgb94rr,GOOG,Stock/Technical Analysis/Breakout,0.518,post
15195,RT @Street_Insider The Steve Jobs Effect? Apple $AAPL First Day iPhone 4S Sales Were Off the Charts http://stks.co/YYe,AAPL,Corporate/Sales,0.539,post
15198,"that was quick, out $FIO 21.35, market tanking, scaling down longs now",FIO,Market/Market,-0.497,post
15201,$SPY extreme win today - 2 cents above 2009  low on 10-year and $SPY up 2 percent - life is a bowl of cherries - great short setting up $$,SPY,Stock/Price Action,-0.406,post
15209,$LNT Increases Annual Dividend Target to $1.80/Share from $1.70/Share,LNT,Corporate/Dividend Policy,0.324,post
15221,"RT @Cash_Cow $TLT still has a rising RSI & MACD, all this bond buying is signaling some bad moves for the market. $SPY $UUP",UUP,Stock/Technical Analysis,-0.361,post
15222,$IDCC - $89 share total value of company after crunching #'s. The 4g technology is their diamond in the rough.,IDCC,Corporate/Financial/Financial Results/Earnings,0.477,post
15223,$mako hanging in well today. still in a basing pattern. have eyes on it,MAKO,Stock/Price Action/Bullish,0.195,post
15225,"RT @stockdemons think shorting here into close might be play, $SPY - high beta reversing..looks worth a shot",SPY,Stock/Price Action/Volatility/Short Selling,-0.469,post
15227,$TZA is a rocket ship!!!,TZA,Stock/Price Action/Bullish/Bullish Behavior,0.807,post
15238,"Lots of metal stocks look like a 5-10% run awaits. Long $SSRI,$PAAS and $NEM but most high quality names should go if metal prices cooperate",SSRI,Stock/Price Action/Bullish,0.394,post
15241,$vxx starting to creep up while $spy sits near hod ...,SPY,Stock/Price Action/Bullish/Bullish Behavior,0.141,post
15249,$AAPL I'm sure those short are holding their breath hoping for a miracle. lol,AAPL,Stock/Price Action/Volatility/Short Selling,0.411,post
15250,VIVUS $VVUS bear raid in effect. Stock down 12%,VVUS,Stock/Price Action/Volatility/Short Selling,-0.57,post
15254,looks like a big feb 18-22 $put spread on $cree.  Last quarter 0% YoY rev growth trading @ 24x earnings.  I may try a short.,CREE,Stock/Price Action/Bearish/Bear Position,-0.352,post
15260,$YELP wayyy overvalued right now IMO. Should be trading single digits. May take a short pos. into earnings. Near term target 18 ......,YELP,Stock/Price Action/Current Price/Overbought,-0.451,post
15265,$renn topping tail 5 min. chart at 7.31 short from here.,RENN,Stock/Price Action/Bearish,-0.64,post
15267,$SPY weak close,SPY,Stock/Price Action/Bearish,-0.297,post
15274,$ZNGA http://stks.co/3rdu Looking for a test at 9.25 resistance point. cc @ cfrazierjr @FletchTrade #traders,ZNGA,Stock/Technical Analysis,0.248,post
15276,$EFUT hod  posted buy pm at $4.40,EFUT,Stock/Price Action/Bullish/Bullish Behavior,0.354,post
15279,$AAPL short some 592.49,AAPL,Stock/Price Action/Bearish/Bear Position,-0.464,post
15280,"@SOULLOR the regular scrappy Q $SWY usually presents. Sales weak, margins down, debt still way up.",SWY,Corporate/Financial/Accounting,-0.515,post
15285,"$AAPL Taking out the shorts here, a punishing reminder not to spear the  strongest in the herd.",AAPL,Stock/Price Action/Bullish/Bullish Behavior,0.144,post
15296,Think $FMS will challendge 200-EMA in not distant future.   Look at yesterday's volume,FMS,Stock/Technical Analysis,0.221,post
15299,"RT @Dasan @TMTanalyst ...since $AAPL mastered their supply chain // in cornering NAND, Apple mastered EVERYONE'S supply chain!",AAPL,Corporate/Strategy,0.461,post
15313,$PRLB hanging tough in down market due to analyst upgrades last week. Up almost 3%.,PRLB,Stock/Coverage/AnalystRatings/Upgrade,0.394,post
15314,$AMRN It's accumulating. I think buy now or hold your peace. This should go up today/tomorrow.,AMRN,Stock/Price Action/Bullish/Bullish Behavior,0.469,post
15323,$AXP Looking for continuation with volume increase http://stks.co/c8sR,AXP,Stock/Price Action,0.308,post
15327,MT @TheAcsMan Amazing seeing everyone suddenly touting $MSFT. Long been favorite covered call & double dip dividend play.,MSFT,Corporate/Dividend Policy,0.444,post
15329,Surprising to see $JWN and $SKS sales numbers still holding up so well. I guess the high end might not be a concern after all.,SKS,Corporate/Sales,0.315,post
15333,"AP: Caterpillar posts 60 percent jump in 4Q profit on steep global sales increase, tops Wall St. view > $CAT",CAT,Corporate/Sales,0.586,post
15334,$SPY Long 1/2 position 137.89,SPY,Stock/Price Action/Bullish/Bull Position,0.428,post
15338,$AAPL price momentum weakening going into the close.,AAPL,Stock/Price Action,-0.22,post
15340,RT @ACInvestorBlog $AAPL still on track for $500,AAPL,Stock/Price Action/Future Price/Direction,0.166,post
15345,$SPY $MITK fast 56pc dive http://stks.co/3ffN $$,SPY,Stock/Price Action/Bearish,-0.26,post
15353,$BAC in for swing trade  looks like want go up,BAC,Stock/Price Action/Bullish/Bull Position,0.433,post
15356,$PCLN runs into the 50sma on the acquisition news,PCLN,Corporate/M&A/M&A,0.486,post
15358,$aapl short term fund/redemption liquidations.. Should have the channel cleared soon and on solid footing. $520 is new floor come July! :),AAPL,Stock/Technical Analysis,-0.175,post
15360,$WYNN big bounce,WYNN,Stock/Price Action/Bullish,0.61,post
15362,$GLD http://stks.co/44ow On closer inspection.  Resistance 10 points north at 200d and downward trendline. Chart 2 of 2.,GLD,Stock/Technical Analysis,-0.143,post
15367,$AAPL wants lower. up waves getting smaller on the 2 min,AAPL,Stock/Price Action/Bearish/Bearish Behavior,-0.37,post
15372,Short interest increases yet again http://stks.co/e19h via @ryandetrick $SPY,SPY,Stock/Fundamentals/Short Interest Rate,-0.342,post
