Text,Sentiment
"#BullishAlert 
Bullish Stock Alert: $WBA at $44.69

This alert is meant for swing and day traders. For details, please see the pinned tweet on top of our profile.

#StockPicks #StocksToWatch",1
"Update 
cutting $AUVI not feeling confident in it

#daytrader #investor #trading
",-1
"Top 10 EV models in the United States in Q1. 

If they could have produced more Model X, it would have been number 3 or 4. $TSLA",1
After the terrible news with the recent algorithmic stable coin fiasco- $UST,-1
"Mr. 
@GaryGensler
@GurbirGrewalNJ
The same crooks manipulating $AMC & $GME are insider trading with Call Options. Watch how all of a sudden the stock will go up now that Citadel bought millions of calls! 
@DOJCrimDiv @DOJPH @FINRA @FBI @TishJames @CFPB
",-1
"$COST is hurting ..

I understand their business model well.

I think it may come under pressure now 500. 

Having said that, a dip sub 450 is a gift 💝 from the heavens. 

Tremendous company, great people, superb mission.",1
"$AUVI
Nice to watch",1
"$ARQQ $SUNW $AGRI - GOEV, SUNW and APPH among pre market gainers",1
"Replying to 
@LMT978
Man no wonder why it crashed they had boomer tech companies leading the way. This is very eye opening actually . And why was $SUNW 3percent of the NAS? LOL",-1
"The market is showing some love for Cathie today.

$ARKK +5.5%
$SARK -5.5%

Place your bets...",1
"$BABA this flow is impressive 
@OPT_FLOrida",1
"Replying to 
@MrBuyside
Happy to see $SE beat on revs. 

Only Meli and SE still have revenue growth above their June 2020 quarter.",1
"$TSLA

DAILY CHART. A break of $701 leads to uncharted territory. This could get ugly. Or for us, its about to get chilly 🥶🥶🥶",-1
"A compendium of the criminal Elon Musk's frauds, to which we could add the $35K Model 3, Flint water crisis relief, $6B to end hunger, autonomous drive across the country (in 2017) ... oh screw it, just go here: http://elonmusk.today #ElonQ $tslaQ $TSLA",-1
$GME blasting off in after hours after news of potential stock split,1
"I always try to skate where the puck is going.
My trading is the same. $SPX $TSLA $NVDA etc.",1
"#BullishAlert 
Bullish Stock Alert: $ABT at $114.74

This alert is meant for swing and day traders. For details, please see the pinned tweet on top of our profile.

#StocksToWatch #SwingTrading",1
"Get caught up on last week's happenings in today's Weekend Rip!

🎬 $NFLX fell 23% amid subscriber outlook downgrade
📉 Crypto enters bear conditions
🏃 $PTON dipped 24% on production halts; layoff rumor
🔫 Activists pick up stakes in $KSS, $UL on the dip",-1
"$BLK will be the next Robinhood.   Goodbye, Blackrock.",-1
"Anyone else wondering how ""building materials and garden equipment and supplies dealers"" could see a a decent deceleration in April retail sales (-1.2% y/y, unadj) while $HD is calling for an acceleration in top-line guidance?  Love me a good HD visit, but the math...

Just me?",-1
"Crazy Eddie Memoirs: The downfall of Elon Musk is almost impossible to predict because America never had a narcissist crook worth over $200 billion.
$TWTR $TSLA $TSLAQ",-1
"Australia's largest broker CommSec reports that last week GameStop $GME shares were 3.8% of last weeks trades, making it #3 of most traded shares",1
Why would @elonmusk sell his Spacex shares instead of Tesla? Hasn’t it been more important for him in past to hold on to SpaceX shares to make sure SpaceX prioritizes Mars colony. I think Elon thinks Tesla is undervalued (at least relative to Spacex). Possibly bullish for $TSLA?,1
Buy $FB. Save this tweet and thank me later when $FB hits 1K. TO THE MOON WE GO!!,1
I have a feeling $HD will miss earnings,-1
"Because he never did, just getting a new fanbase to defend him and his fraud + an excuse to pump and dump some shares to grab much needed cash. #yougotmusked $elonq $tslaq $tsla",-1
"Ride sharing companies tanking today after poor earnings.

✦ $LYFT ▼ 32.8%
✦ $UBER ▼ 9.42%",-1
It's trade 'em well Tuesday and here's what I may be trading IF we get an A+ Setup:  $AFRM $AUVI $BRDS $HD $HEAR $INDO  $IQ $LBPS $MITQ $NEPH $NU $ONON $PARA $PPSI $SE $TSLA #DayTrading #DayTrader #PROCESS,1
"$TLRY +16% going into the close.

Are we bullish on weed yet?",1
"This will be heard, throughout the entire world. 🌍🚀
$AMC $GME",1
"$FB Instagram CPMs (cost per thousand impressions) continue to improve. In May 2022, they equaled $10.92 CPM, which is higher than last year's $9.82 and the year prior $7.16. 1/4",1
$EIFZF - Exchange Income raises dividend by 5% to CAD 0.20,1
I'm surprised the indices are not reacting to $WMT so far. That is a very ugly report.,-1
"I now own 19,000 shares of $DKNG @JasonDRobins
 I will not back down from this stock as hard as it is to buy right now, I truly believe this company is a winner long term. I'm willing to wait another year to see costs get under control.",1
"$JNJ negative Citigroup Maintains Buy on Johnson & Johnson, Lowers Price Target to $205",-1
The inverse $ARKK ETF $SARK is up almost 100% YTD 🤯,1
$DOCU taking damage in after hours following earnings,-1
I can't stop fucking laughing. I'm a short on $GLBE anyone who is long is my enemy. This is trench warfare it isn't the Ladies Auxiliary Garden Party. It's the fucking Stock Market. It's War.,1
"Kirill Klip, Executive Chairman of #TNRGold🔋 $TNR.v commented, “We are pleased with the great news regarding #Ganfeng Lithium, our NSR Royalty Holding and advance of the #MarianaLithium Project to construction https://kirillklip.blogspot.com/2022/04/tnr-gold-considers-partial-ganfengs.html

$TRRXF #Royalties #Lithium $GNENF $TSLA #LIT",1
This guy’s the John Madden of stocks and his fund just sold Tesla to buy $AMC and $GME,1
$JMIA growth acceleration. Orders increased by 40% YOY. GMV increased by 27% YOY. Revenue increased by 44% year-over-year,1
"$SE up big. Mazal tov to the longs and dip buyers.

@Amarillo_Slim1
 
@BigBullCap
 
@saxena_puru",1
"$AAPL
Absorption at the 138 level looking like a positive sign for a possible relief bounce for the coming week(s).",1
"Here’s some of my favorite Dividend Kings 👑

$PG Procter & Gamble
$KO Coca-Cola
$MMM 3M 
$JNJ Johnson & Johnson 
$TGT Target
$ABBV AbbVie
$LOW Lowe’s
$PEP PepsiCo
$MO Altria Group
$ABT Abbott Labs

Are you holding any of these?",1
"No wonder $FB keeps dropping

Banned in Russia...banned in China

Launched Metaverse in Oct 2021 and now launching a physical store! Is this a joke?

Whoever owns FB, the joke's on you!

Because Zuck has been selling his stock!",-1
"BREAKING: Ray Dalio, the 72nd most wealthiest in the world, had his fund Bridgewater sell their stake in $TSLA and just bought in heavy on $AMC/ $GME 😳🔥🚀",1
HOLD $GME! #GameStop #GMErica #SuperStonk #wallstreetbets #MOASS $BBBY,1
"nice gap up

if we can get $spx over 4063 more buyers may step in and we can see a start of a stronger bounce. will be patient and agile in this action.

longs on watch
$nvda over 180 for a move to 183+
$fb over 205
$msft over 266
$aapl over 147
$amd over 97 

gl hf 📈",1
"After falling over 50% in a year, it looks like people are buying the $BABA dip.

The stock is up +12% this morning.

Here's the weekly chart...

Are you in or out?",1
"#Tesla Goes SpaceX Vertical, Breaks US$1 Trillion MC And Leaves Legacy Autos In The Dust. #Lithium Supply Shock Tsunami Wave Is Still To Come After This Earthquake. http://kirillklip.blogspot.com/2021/10/tesla-goes-spacex-vertical-breaks-us1.html

$TRRXF #TNRGold🔋 $TNR.v #Royalties #MarianaLithium #Ganfeng $GNENF $TSLA $LIT $BATT #EVs",1
$AUVI has room to $1.50/$1.90. If we get an extension we can see $2/$2+. Currently needs to hold above $1.10 and break over $1.30.,1
"Now glancing at $SE which was once called the Amazon of SE Asia with a gaming arm. Gaming falling off hard as people go out more, but e-commerce and payments have good growth. Issue is costs growing faster so you end up with this. Stock likely up cause been beaten down so hard",1
"#AMCR The debt to equity ratio of the company is 0.0157, which means the company has very low debt.
https://stockosaur.com/stocks/AMCR
Try our new intuitive free stock screener on https://stockosaur.com/screener - it's the best screener ever made",1
$IDRA $MITQ $BRDS $DBGI $AUVI = Morning Movers 🔥📈💪,1
"So I’ve just did a thing 👀 
Going to be our very first car ever 
@PatriciaGergely
❤️
#tesla #model3 
@Tesla
 
@TeslaOwnersUK",1
"called it for $KO good shit, lookin to see higher this week",1
"As Tesla $TSLA trades in record territory again, here are my future price targets for the stock.  Still holding all of my shares at $124.

$1,300 - by 2023
$1,500-$1,600 by the time my tri-motor Cybertruck is delivered
$3,000 - by 2026
$5,000 - by 2031",1
"$NVDA Firstly, we acknowledge that NVIDIA has a significantly high ROE. Secondly, even when compared to the industry average of 19% the company's ROE is quite impressive. #cyber #cloud #security #netsec",1
"And hiring Forker wasn't just sheer luck. Every employee AND leader that had knowledge should resign from Southwest.  Sadly, one is now the executive chair after he bet the entire future of $LUV on the #737Max.  Shame.",-1
At this point Musk's flaunting of the regs is so egregious that I assume he's doing to make the sec scupper the deal and let him walk away with a fine. Meanwhile billions of $TSLA stock dumped at the top to the applause of his idiot disciples.,-1
"Heads up, big earnings today.

$RBLX and $ABNB both trading above 4% on the day so far.",1
"Ariose Capital Management 13F:

New: $BABA $JD $NTES $NFLX

No change: $CRSP

Exited: $NVDA $QCOM $NKE $NOC $EL $EDU $CSIQ $TSLA (another one that's out) $CAN $RBLX 

After double digit losses in 2019 and 2020 they have back to back years of 40%+ gains for 2021 and 2022 so far.",-1
"$SOFI with a nice recovery after the halt and leaked earnings.

The company posted a beat that included raised guidance on the year.",1
$FB reiterated with Overweight rating and $330 price target at Morgan Stanley,1
475 days of holding $AMC is not a long time for a shit load of money that will change my life. #MOASS 🚀🚀#Patience,1
$XOM 100% Profitability across 5 trades in 1 month. Rating is Bullish.,1
"With autonomy in every car, one day kids will only learn about DUIs and drunk driving deaths from their history textbooks. 

$TSLA 
@elonmusk",1
"Who is buying #Amc with me today? I believe the next price will be over $100.

Fuck the stock. I'm ready to make a fortune! 🚀🚀🚀🚀🚀🚀  #AMC #GME $AMC $GME
",1
"The highest volume in premarket  $IDRA $DBGI
 $MITQ  $BRDS  $SNDL",1
"Open the floodgates and let the money pour in!💵🔥 $AMC $GME
",1
"$SNAP is up 40% in after hours after earnings 🤯

Congrats to all the bulls who stayed in 🍾",1
"This $WMT falling back under 140 can’t be good IMO - for anyone.  

Now 137 dollar",-1
Big money coming in. Told you the pushback will be very fast. $NIO,1
$SUNW's in Downtrend: Moving Average Convergence Divergence (MACD) Histogram crosses below signal line. View odds for this and other indicators: https://srnk.us/go/3665744 #Sunworks,-1
They gave me 8 likes when I called $AUVI at $0.90. I think I might start giving secret alerts to my loyal supporters now,1
"$AMD can surge nearly 50% after big pullback this year, Piper Sandler says in upgrade… 

$AAPL has been the “own it, don’t trade it” stock for a while. $AMD and $NVDA should be on this list for the next decade.",1
If you’re still holding and buying $NIO during these crazy times… I salute you!,1
$SE Overall a decent result given all the headwinds and tough comps. Some updated charts and KPIs that I track below along with some commentary:,1
"Congrats to all the $DIS, $UBER, and $TWLO bulls. 

Awesome beats!",1
Some reassuring comments from $BABA CEO ahead of earnings.... https://scmp.com/tech/big-tech/article/3177335/alibaba-ceo-reassures-employees-amid-economic-and-regulatory,1
"This guy’s the John Madden of stocks and his fund just sold Tesla to buy $AMC and $GME
",1
"$MSFT biggest competitive advantage is the ability to buy any company without regulatory scrutiny.

Maybe $FB will have this opportunity in 15-20 years.",-1
"Remember Tesla when you demanded I sign an NDA, yet Tesla was not going to fix their substandard workmanship & all damages …. So much for transparency to future consumers huh Elon.

How do you *all* sleep at night?! #LibertyMutual #HelmsmanManagement #TeslaConsumerIssues $TSLA",-1
"🚨 #Apple co-founder Steve Wozniak just recently explained how ""dangerous and horrible"" #Tesla's #Autopilot already is, not to speak of ""#FSDBeta"". How many more people have to be killed by #ElonMusk's frauds?

$TSLA $TSLAQ",-1
$RBLX traders taking profits before it really gets bad. Dump just beginning. No good news coming for the markets to pull it up. $RBLX falling below $30 & $ARKK falling below $40 today,-1
"$auvi $1.43 soon $1.63
 be back soon ..",1
"☕️ Pre-Market Movers ☕️ 

$HUSN $IDRA $MITQ $BRDS $RHE

Good Morning Everyone 😎👊",1
"JUST IN: $AUVI Applied UV Announces Inclusion in a Multi-Million Dollar Contract Offering Throughout Non-Public Schools in The State of Washington https://marketwirenews.com/news-releases/applied-uv-announces-inclusion-in-a-multi-million-do-5602985412324361.html?t=966141
    
 #MWN #Stocks 
@SalmanAziz1234
 
@GetScanz
 
@ErikaAg69888424
  $PTE $ERBB $IDRA $PDPG",1
"@TicTocTick
 $WMT still dipping and $AAPL barely holding rippys tells me all I need to know",-1
"$AAPL is consumer discretionary for a reason.. 

For $AAPL stock to go up you need a) consumer b) discretionary spend 

Both are AWOL LOL",-1
$WMT is down more than 6% after cutting guidance,-1
If you could only have three stocks to hold for 15-20 years what would they be? I was asked this question and the only one I know right away would be $COST,1
Exciting second half of the year ahead for $NIO can't wait!,1
$SHAK - Shake Shack gains after Raymond James moves off bearish position,1
What’s this? It’s the Fed hiking. 😎 Oh and $ONON up nicely on earnings thus far this morning. He’s a 3% owner of the company,1
Tell me who you #HODL for.  $AMC $GME $BBIG $SNDL.  I hold for my kids.  I hold for you.  I hold for me.  I hold for change.  Like retweet and leave a message on who you hold for.,1
"$WMT Walmart taking a tumble after reporting soft earnings  🎢
",-1
$AUVI crosses the $1.45 make entry for a $1.55+ target.,1
"Stocks I’m Watching this Week 👇

Monday:
$MNMD

Tuesday:
$WMT $HD 

Wednesday:
$ZIM $TGT $CSCO

Thursday:
$AMAT

Friday:
$DE $BAH

What’s on your watchlist 👀",1
$AUVI 22 million volume on the day . Take profit anytime you want .,1
$SE  residual stopped  BE    scott got bailed out,-1
Burry is now short Apple $AAPL! Looks like he has been paying attention to the 40% decline in smartphone sales in China...,-1
"Tesla Shanghai plant capacity utilization at over 45%, local official says
https://cnevpost.com/2022/05/17/tesla-shanghai-plant-capacity-utilization-at-45-local-official-says/
$TSLA",1
$SE Stock Pops 12% After Sea Beats Q1 Revenue Estimates,1
"Dear @mjburnsy,
2 years ago, you wrote that #Tesla was ""retooling facilities to build ventilators"" for dying #COVID patients.
Are you going to now follow up & find out how many #PhonyStark's company's really built?
$TSLA $TSLAQ (Hint: 0)",-1
"$HD
 i sometimes meet tony here. just last week he was getting wood for carmella’s house. great store. quality lumber..",1
Wow. $FB strength really something today.,1
"“FDA throwing $JNJ under the bus. Investors are bailing from $PFE and $MRNA. There’s this global #COVID summit where they notice who they want to send the money to — to #GAVI which is the 
@BillGates
 and Melinda Foundation. -Dr Naomi Wolf

READ: https://politico.com/news/2022/05/09/global-covid-summit-funding-00030868",-1
"Technical Advisory – 
@Tesla
 BLE Phone-as-a-Key Passive Entry Vulnerable to Relay Attacks – NCC Group Research https://research.nccgroup.com/2022/05/15/technical-advisory-tesla-ble-phone-as-a-key-passive-entry-vulnerable-to-relay-attacks/ < fun!",-1
"$AMZN - Above 2280, It has room for 80-90 points in next couple of days..",1
"High inflation = death to $AMZN in more ways than one besides high #GasPrice for delivery, the trade deficit increases and margins are squeezed as imported goods prices rise and costs of shipping increase.",-1
$AAPL Nice recovery day on Friday. I would like to see over $152 level to be bullish though.,1
"$DIS earnings are really strong.

Revenue $19.25B
Adjusted EPS $1.08

The big surprise subscribers:
-Disney+: 137.7M up 33% YoY (added 7.9m vs estimates of 4-5m)
-ESPN+ subs 22.3M up 62% YoY

Long.",1
$O seems to be a staple in all of us dividend investors. I don’t see too many on my timeline who don’t have it,1
"Replying to 
@MrZackMorris
$SUNW big rev increase..",1
Last week I sold 90% of my $TWTR at $49. Bought $TSLA with that.,1
"$SE Q1 2022 ER 👇 “We recorded solid results across our business in Q1 of 2022. We are well on track to achieve our previously shared projections of profitability in our Asia markets, while continuing to scale our businesses and capture market share globally” Forrest Li.",1
"Who made this glorious NFT and sent it to me??  This is FUNNY AF!! TY!!!   I love this community!! $GME #GameStop #GME
",1
"If this is not a wake up call, then I don't know what is! The best part? It's only getting started!! $WMT",-1
$PYPL took a BRUTAL beat after earnings,-1
"I love my monthly paycheck from $O

Who else holds this monthly dividend REIT?",1
I think $GOOG and $AMZN are the best buys right now.,1
"Big rally today in Chinese names 🇨🇳

$LKNCY +40%
$JD +30%
$BABA +26%
$NIO +20%

Congrats to all who caught a piece of the action!",1
$WMT #WMT Solid setup here.,1
Looks like we shaping up for a bullish Tuesday $qqq $nvda,1
US y/y net sales growth +4.0% from $WMT . Some better global numbers,1
"$auvi Bearish Now 

$veru Bullish 

$qqq Bullish",-1
Still no reaction from tech stocks with yields dropping like a stone. These are the companies most resilient with earnings... $MSFT $AAPL $NVDA $TSLA $GOOG,1
"I think $TGT will have margin compression, but I predict their overall earnings will be much stronger than Walmart’s. Stock might still react negatively. But I don’t think $TGT has gotten enough credit for its turnaround, and it is cheap relative to peers. I’m long.",1
"$JMIA

Squeeze Em!

#Stocks #Shortsqueeze",1
"This is a massive fuckin deal. 

Elon, Tesla, and SpaceX are about to secure significant future materials that many other companies will need as well in the future. 

They are thinking 10 steps ahead of everyone.

$TSLA #Tesla",1
Update: Intraday max move up from alerted UP prices: $AGRI 7% $AUVI 18% https://stockhorizon.com/?marker=5b694116262744146b75ad21c7acb868#performance,1
Ford $F settled -3.3% to $13.05. It sold more of its $RIVN garbage last Friday.,-1
"Defending $DKNG (DraftKings stock) :: Point #60 - they continued to raise revenue guidance and reported a smaller loss than expected, in most recent earnings #sportgoat",1
Home Depot knocked it out of the park: EPS of $4.09 on $38.9bln revenue. +11.74% vs estimates. Plus raised its full-year outlook despite inflation. $HD #StockMarket #StocksToBuy,1
"So, if you think AWS is worth 20x EBITDA, or ~38x earnings (operating income less 17% tax), you are getting retail, a business that demonstrably does have a positive value, for free today. $AMZN",1
"$PTON is temporarily halting production of its connected fitness products.

The stock is down ~25% on the news",-1
Elon Musk is poor. Has a bunch of overvalued $TSLA pumped w/ government subsidies and some Ponzi #Bitcoin to sell though.,-1
$CAT - Caterpillar pops after board approves new $15B stock buyback,1
at least I don't own any $FRGE,-1
"IMO $FB is already at a good price to buy. At this price reality labs don't even need to be a success to justify this valuation. If metaverse doesn't work, $FB will cut OPEX and CAPEX related to it, so operative margins will reach previous level.",1
"Looking back at all of Twitter's 10-Q and 10-K filings since 2015, the number of fake accounts has *systematically* been estimated at “less than 5%” of active users. $TWTR

Well, ain't this a fortuitous statistical oddity! 
@elonmusk",-1
Another winning quarter for $TSLA ⚡,1
"Musk is such a boss tbh... Still remember the $BTC / $TSLA fiasco from last year, but somehow, I feel like he'll save us again!

Re spam accounts, it can't be below 5%. I even get many spam attacks, although I'm a small account. Can't imagine the ones above 10/100k+ followers....",1
$TSLA Data indicates that the overall analyst  sentiment for TSLA  is bullish.  Simplify the way you research stocks with our free app.,1
"I am scared for 🩳s on $qqq $veru and $auvi 

Scary….",-1
$JMIA who's ready,1
$auvi big lunch time dip buy opportunity for the afternoon rise!,1
"I'm no chartist, by a long shot, but isn't $TSLA looking pretty sucky right now?",-1
"Yes, there may be a point $DIS is an attractive investment. I don't know where that is.
Even at $100 they trade at 70x earnings.
When you take closed parks out of the equation, they aren't growing.
It's clear their war on conservatism has cost them.
Media sugar coating annoys me.",-1
"Disney does some really goofy stuff to come up with good-looking numbers. For example, those 8 million new ""Disney+"" subscribers... over half are Hotstar subscriptions in India... where the basic subscription which costs SIX DOLLARS A YEAR. $DIS",-1
"Today’s Top % Gainers:

➡️ NASDAQ: $SRGA $TNXP $PTE $MKD $AUVI
➡️ NYSE: $JMIA $SUNL $JBI $SES $CTOS
➡️ AMEX: $MITQ $CVM $GROY $INUV $ZOM 
➡️ OTC: $GHMP $PDPG $ILST $KEGS $ALCUF",1
"Top Gainers pt2

$BTCS $CSSE $BMEA $AUVI $JMIA",1
"Also with AbbVie rallying and the dividends coming back in today, and buying a couple of shares with some spare cash, $abbv is now 24% of my portfolio. AbbVie is a phenomenal company to hold for a lifetime. 118 cost basis for 236.5 shares.",1
"The $SE earnings are in. Haven't dug deep yet but first impressions.

GAAP EPS of -$0.80 beats by $0.60. Great to see that Forrest Li does again what he promised and focused on not losing too much money. 

Revenue $2.9B, up 61.1% YoY, slight beat by $40M.

1/2",1
$JMIA saving the markets today,1
"I reactivated this account because it seems that 
@elonmusk
 is too busy f’ing up 
@Tesla
 to buy 
@Twitter",-1
"Search trends for Instagram Reels continue to rise sharply around the globe.

India remains a very strong market: $FB",1
$FB Strength is undeniable today. I see some resistance into the 50 day 207s.,1
"🚨: $Tsla with a gap up here at pre market open.. definitely will watch to be filled, either from here slowly or could even take into the day.. will be watching! 👀✅

#Options #Daytrader #Investing #StocksInFocus ❗️",1
"Walmart targets college grads for $210K store manager gigs $WMT

Walmart is rolling out a streamlined program to place recent college graduates into store manager roles that pay out six-figure salaries.

The full take here ✅",1
"$IRM Short Pitch: Asymmetric large-cap short. Leader in physical document storage and related services - a melting ice cube with high leverage trading at all-time highs. Core business is in secular decline, further pricing increases unlikely (already 2-3x more expensive than...👇",-1
Iron Mountain Data Centers has signed a 72-megawatt lease for a tenant in Northern Virginia. The massive deal reflects the super-sizing of #cloud and #datacenter deals in Virginia. #hyperscale $IRM,1
"So do you believe the charts now $tsla 
Hedge Funds Hold Large Position and for them to Liquidate it takes a Long time 

So they will buy support and push stock higher only to sell more stock liquidating

That's called Redistribution 

it's on the chart price reveals it",-1
$WMT $TGT $COST - Walmart slides and rattles retail sector with lowered profit guidance,-1
$tsla was down 5.88% yesterday. Up 3.79% this PM. Hope it will continue to surge.,1
"What the charlatan really says:  Mission Accomplished.

""I have no longer use for $TWTR. I successfully  liquidated tons of ridiculously overvalued 
@Tesla
 shares without it blowing up in the process.""

How anyone still can not see that 
@elonmusk
 is so full of shit is beyond me.",-1
"A 
@Tesla
 #Model3 went flying in Columbus, Ohio and crashed into a convention centre. 

A video has emerged online showing the electric compact sedan getting airborne before crashing into the building in an accident. WATCH!",-1
"I'm up +33% on my accounts this May with main setups played on $TSLA $ES $AAPL one of the clients I've been mentoring is up 50%. It's a classic example of think less, improve and follow the money flow.
Not only trading #SmallCaps",1
"Semiconductors having another tough morning.

$NVDA -4%
$AMD -3.5%
$MU -1%

Here is their performance over the last year😪",-1
"I have a $140 price target for $FB by mid-end June. 
35% decrease in a month.",-1
"*TESLA SHARES RISE 2.5% AS ELON MUSK HINTS HE MIGHT SCRAP TWITTER DEAL

$TSLA
$TWTR",1
"**Earnings reports**

YTD chart of most anticipated companies to report tomorrow - Wed, May 18th📅

SQM $SQM: 64.4%🟢🚀

ZIM $ZIM: 16.6%🟢

Target $TGT: -5.4%🔴

Cisco $CSCO: -22.4%🔴

Lowe's $LOW: -23.8%🔴

Synopsys $SNPS: -24.1%🔴

TJX $TJX: -25.7%🔴🤯

https://torto.ai/compare/?assets=ZIM%2CCSCO%2CTGT%2CSQM%2CLOW%2CSNPS%2CTJX&utm_source=twitter&utm_medium=post&utm_campaign=earningsreportcompare",-1
"For the life of me I can’t figure out why $MNMD covered calls are so profitable, but I’m going on 15 months of one call after another. Well Over 20k collected in premiums and haven’t had a single share called away.",1
"$HD was the play good lord 
@AjTrader7
 
PUTS well over 100% on 5 pt move!!",1
"TOP GAINERS 

$MITQ $BRDS $PPSI $IDRA $AUVI",1
$GFAI Blowing the fack up! 🤑,1
"What do we think current $TSLA would be if not for the TWTR distraction given bigger concerns?

Somehow doubt we're not in for a lengthy suppressed momentum despite great fundamentals.",-1
"Fun Fact: @Waymo open sources its self-driving dataset, and invites the public to solve various challenges.
#Tesla hides its data set, and refuses to release even basic disengagement statistics.
#PhonyStark #FullSelfDriving #Robotaxis #Vaporware $TSLA $TSLAQ",-1
"$VYM might be my new favorite dividend ETF.

Who owns this one?",1
Michael Burry of ‘The Big Short’ reveals a bet against Apple,-1
$TSLA Looks like it’ll reverse and be red again today.😟,-1
$IDRA UP 62% in the Pre Market after positive news in Melanoma Trial.,1
"BlackRock is smart enough to invest/venture into $USDC Circle with $400M $BLK. They know how to pick the winner, and hedge the loser $UST.",1
$BRK.B joins me in holding $ALLY and $PARA,1
"$5 to $7 move higher coming for $ctra very soon.  
My target is $37 to $40.  🔥🚀",1
"WOOHOO 🚀 PRE MARKET MOVERS :
$PARA 30.99(+10.60%), $CWEB 5.63(+9.96%), $ONON 22.00(+7.84%)",1
"Replying to 
@humbletwig
At the time I believe that majors like $EMC $NT $LU $JDSU $SUNW were all very profitable.  They were considered high quality companies. Not spec stocks at all. Many weren’t profitable.",1
"News; $MKD Penny Stocks To Buy Now? 4 To Watch Under $1 This Week https://marketwirenews.com/news-releases/penny-stocks-to-buy-now-4-to-watch-under-1-this-week-6360271252467768.html?t=81430
    
 #MWN #Stocks 
@Inbar772
 
@Manifestxxx
  $PTE $EDTXW $ERBB $AUVI",1
"Walmart is down over 10% today, on pace for its largest decline since October 1987. $WMT",-1
"Of those, I only own $TD. I’m a huge fan of $BLK and will likely start a position soon. Incredible moat!",1
Big fan of $BLK really like them at these levels 🔥,1
$SWKS drop is painful.,-1
Walmart $WMT down 9% - but it 100% representative of the state of the economy for 80% of the population. The top 1% have no clue how bad things are getting for most households. Note: WMT sales ex-real inflation were down big,-1
"I told you guys , we will push it when it is time to push it. Sick and fu*k*in tired of them running retail over out here. This shit ends now. $AMC $GME 🔥🖕🏼
We squeeze the stocks, and never let go. Even when they can’t breathe. We still don’t let go. We never let go. 💃🏻
",1
If such 2 minutes of analysis is showing that spam accounts are more than 20% then why did you choose a difficult option of seeing SEC filings of Twitter? Fire your IB and DD teams. Or was 28% fall in $TSLA share price in a month the real reason for cold feet?,-1
"$HOOD Trending and up 24% on the day.

Is this stock finally coming alive?",1
"Last 5 years total return: 

$AMZN: +140%

$VLO: +153%",1
"I am fortunate that I stepped away from this $GLBE train wreck in January at $43.15.  

It was a loss for me (-24%), from the buy at $56.51 on Dec 15th but has since dropped another 68%.

Nothing good happens under the 200d ma.",-1
The reels algo is improving. $fb,1
$FB is a screaming buy,1
"With autonomy in every car, one day kids will only learn about DUIs and drunk driving deaths from their history textbooks. $TSLA 

@elonmusk

",1
"$TSLA #TSLA Weekly Chart

Once we break down from $700, I expect us to hit my downside target of $500 - $550.

Charts courtsey of 
@trendspider",-1
"Michael Burry's latest 13F is out!

Here's his Top 5 Holdings (% of port): 

- Apple $AAPL Puts (18%)
- Bristol-Myers $BMY (11%)
- Booking $BKNG (9%)
- Discovery $DISCK (9%)
- Google $GOOGL (9%)

He exited: $GEO, $GD, $CXW, $FNF, $IMPX

He also bought Facebook $FB 👀",1
"$SE comes across as a $15bn market cap masquerading as a $40bn cap due to an evergoing super-Ponzi-style pump. LUNA had nothing on Sea! Collapsing gaming business & low margin, cash burning ecommerce that can’t be sustained. Cash pile gone soon? Short squeeze = the only hope. 🤷‍♂️",-1
$SNDL lmao people selling because EPS missed by a penny but what they are missing is Revenue beat by  29.41%.   Wait until the earnings call at 10:30AM and this 🚀🚀🚀🚀,1
$DBGI and $BRDS both earnings winners in good add spots. Top watches into open.,1
"Tesla Semi is the most sought after vehicle!!! 🚚
@Tesla
 
@elonmusk",1
"#elonmusk can change the world with $tsla and #spacex, but he can't change the world with $twtr. Twitter is a dead rat. Please walk away for the sake of humanity 
@elonmusk",1
"$KMDA - Kamada GAAP EPS of -$0.04 misses by $0.07, revenue of $28.1M misses by $4.63M",-1
Elon said $TSLA has great work ethics and $TSLA China team on average has probably the highest,1
"$AMD Trending and down 7.5% today 👀

$NVDA Flat on the day 🤔",-1
Our high beta growth screen beet red. $HD big negative reversal as it ran right into declining 50 day average. RETAIL getting smoked again. It's early #easymoney #markets,-1
Dorsey's choice of who would succeed him as CEO of $TWTR just seems like another chapter in his mismanagement of the business.,-1
$ONON 166 Million share float and stock is moving up on 100 share buy orders premarket i dont trust it,-1
"🔥 Top pre market movers for Tue, May 17 🔥

$IDRA $0.54 +51.49% 11.36M
$BRDS $1.26 +28.36% 4.45M
$PPSI $4.08 +26.70% 3.10M
$MITQ $1.31 +25.96% 5.81M
$AUVI $1.24 +19.23% 3.84M",1
"*MICHAEL BURRY OF 'THE BIG SHORT' REVEALS BET AGAINST APPLE - CNBC

$AAPL",-1
Recession proof vest you might want to keep an eye on. Especially around $460 $COST,1
$HD knocked it out of the park on earnings.,1
Would love to see $XOM take a walk in the clouds above $93. 📈📈📈 #Oil,1
$AUVI 🚀🚀🚀🚀🚀🚀🚀,1
"#investments 

$GOOGL -1.38%
What's the matter?",-1
It’s management fault for both  $WMT & $AMZN since they can’t pass inflation related overhead increases to customers. Amirite @jimcramer ?,-1
